"","x","y","c","json_data"
"V1",-9.16307914922304,1.1041591881189,1,"18367"
"V2",-10.774478164261,1.64181568670598,1,"11462"
"V3",-12.1515817769933,2.09043104385408,1,"19027"
"V4",-10.7715748663366,1.63775118818586,1,"19627"
"V5",-12.8786671197588,1.7397690464647,1,"15367"
"V6",-12.8784987291933,1.73952954739157,1,"15670"
"V7",-12.1400376386242,2.08252198561295,1,"13982"
"V8",-12.8956181574743,1.72641112260545,1,"14819"
"V9",-12.68554463898,1.70730230368158,1,"14825"
"V10",-9.02051421678745,0.769393393158712,1,"10196"
"V11",-14.3437180792162,2.20620970066988,1,"11251"
"V12",-11.7341447551201,1.17203652480707,1,"17054"
"V13",-14.278300482515,2.20314673740058,1,"17516"
"V14",-10.8933047783225,1.69019391349016,1,"12573"
"V15",-13.0090439909168,1.79772994041594,1,"10164"
"V16",-14.34627407949,2.208898260603,1,"15801"
"V17",-12.0769409513306,1.73829479220983,1,"13300"
"V18",-12.156160197178,2.09236495503427,1,"13339"
"V19",-12.1522360089254,2.09177237603804,1,"18347"
"V20",-12.1497307789863,2.08946338855408,1,"18689"
"V21",-12.1456473490484,2.08584307485521,1,"16290"
"V22",-12.13855789461,2.08169218317252,1,"11143"
"V23",-12.4862048773374,2.54832416122525,1,"11165"
"V24",-14.7468515117711,2.5183283299799,2,"11778"
"V25",-14.6548510424488,2.42904385618358,1,"11532"
"V26",-12.493229071883,2.55675236942618,2,"16111"
"V27",-14.3884742071054,1.18953875318944,1,"14859"
"V28",-12.4917930991544,2.55615451521506,2,"18123"
"V29",-13.3089547788377,0.923237867561026,1,"15408"
"V30",-13.3061101832845,0.921371361172322,1,"16065"
"V31",-14.3884058833825,1.18963128508046,1,"10345"
"V32",-13.3498621102626,1.07920585495062,1,"11876"
"V33",-14.3912241788256,1.19150397712966,1,"12602"
"V34",-14.3902722426635,1.1907944530351,2,"15152"
"V35",18.0757997239194,15.7100399663112,3,"16908"
"V36",-13.2210692029598,0.540263933205896,1,"16310"
"V37",-13.3763232062553,2.60229370314377,2,"12169"
"V38",-8.26498015053504,-1.10671299383963,1,"11026"
"V39",-13.1969208315844,0.544892822204413,2,"13460"
"V40",4.62119950855728,7.90723495324527,3,"15343"
"V41",-9.27664717754908,1.14982503894327,1,"16045"
"V42",-12.8415399063171,2.5032603748634,2,"16615"
"V43",-4.83389489045881,-1.69009720449748,4,"12554"
"V44",17.1916086645153,-1.35565444988328,5,"14860"
"V45",21.9351552836543,-5.35670148584005,5,"15952"
"V46",-1.8818849327738,1.21850483031349,6,"17886"
"V47",-7.83643203031135,-0.453413121261729,4,"18912"
"V48",-3.91359569194019,-1.80232338625509,6,"10984"
"V49",10.1840975150894,-3.69181253396815,7,"15559"
"V50",11.8551241515525,-2.10927630601225,8,"15587"
"V51",-8.61750285050146,-0.559541524052427,4,"15851"
"V52",21.1943466820888,-7.26573222149128,5,"15869"
"V53",-2.89583526878149,-0.862955308528869,6,"19838"
"V54",14.7216852909455,13.5934878118525,3,"10427"
"V55",-6.49404582014887,-0.402272404724103,4,"11492"
"V56",16.1776536559665,0.967570313599269,8,"11691"
"V57",13.5405929447727,-1.83736287397614,8,"12576"
"V58",15.9345343825403,-4.98622655251785,9,"13606"
"V59",-9.31732097612442,-0.0945644490553184,4,"13935"
"V60",-2.85901316876842,-0.83266166443852,6,"14573"
"V61",17.3702474838833,-1.28621088384254,7,"14577"
"V62",14.7220339572463,-2.11885013829623,9,"15342"
"V63",14.1559673675011,-5.64426590427159,7,"15460"
"V64",10.679719790215,-3.82059720597858,7,"16327"
"V65",12.6694414853421,-6.17893468190425,9,"17105"
"V66",-7.02799701369995,-0.310979922166845,4,"17763"
"V67",17.4744091931235,-5.98650497513381,9,"17893"
"V68",-6.66681543768621,-0.506664661236866,4,"18063"
"V69",20.7723035417207,-1.36952912772727,5,"18698"
"V70",-10.3341090032357,1.57539764072176,4,"19469"
"V71",18.9716173344683,-3.34954433650661,8,"10018"
"V72",21.6630254265311,-1.95319389590829,5,"10221"
"V73",11.9765578246021,-4.18304027853629,7,"10661"
"V74",21.2768364522438,24.1242337817155,3,"13209"
"V75",-7.62987555630731,-0.411724978940808,4,"14104"
"V76",-5.73427081256256,-1.70555729335843,4,"14632"
"V77",11.4345413661495,-5.42381164410788,9,"15469"
"V78",16.9541631458274,-4.67794417214758,8,"17284"
"V79",-4.69921888358583,0.742618162934744,4,"18483"
"V80",14.4037861647096,-1.84220903014747,7,"19718"
"V81",0.857022798047765,-1.90932195767307,10,"19777"
"V82",14.8938938587539,-1.74742468200955,8,"11534"
"V83",22.7890025160585,-6.4615219023509,5,"11934"
"V84",11.6655994178013,-2.07256261764194,8,"12840"
"V85",-3.74195694860784,-0.990805130830178,10,"14787"
"V86",-6.80983821783563,-2.40885388914552,4,"15323"
"V87",18.4405890125562,-2.35693213449977,9,"15536"
"V88",16.1764265009785,13.575808038052,3,"17053"
"V89",-3.64539136163203,-2.26460460597333,10,"17820"
"V90",15.9290269908271,-3.83743103940686,7,"18204"
"V91",-8.09940314787215,-2.22862153525084,6,"18653"
"V92",17.28611836083,-5.19430293810725,5,"19182"
"V93",13.2768767729248,-3.62933572161096,8,"10743"
"V94",-4.05468084477975,-2.21626035408909,10,"13132"
"V95",16.1001702751078,-4.13622983565606,7,"13328"
"V96",15.8785012106995,14.8170055183052,3,"14363"
"V97",20.3492004981688,0.774302495455649,5,"14813"
"V98",15.4863284627517,13.6013180746177,3,"15050"
"V99",14.8233075919011,-0.748401031904114,8,"15441"
"V100",6.13910673696414,0.108090394490717,6,"17947"
"V101",16.6365108725071,12.7482221458897,3,"18686"
"V102",18.6659719424752,-0.674539331968936,8,"10528"
"V103",17.839110530731,-4.94325795049598,5,"10628"
"V104",-3.2120068527473,-0.0769015162564198,6,"11089"
"V105",14.798101208406,0.0838443820846554,8,"11331"
"V106",-7.85408437487201,0.507982677332075,4,"12813"
"V107",12.2087833154383,-7.17626029937965,7,"12823"
"V108",6.29457841809213,-3.8399267973819,6,"12891"
"V109",15.023621171475,-1.65092604038103,7,"15991"
"V110",16.1298313835119,-2.78315908021834,8,"16433"
"V111",-5.08042775533405,-1.47746578856597,4,"16535"
"V112",-8.61781677270067,1.11506557141999,4,"16776"
"V113",19.9594494240059,-3.71105729763595,5,"17445"
"V114",-13.2347471180628,-0.607539650942587,2,"17633"
"V115",13.9773045981165,-5.8639989828591,9,"18895"
"V116",7.56905536418215,-4.70919277606858,7,"10511"
"V117",17.337969346919,-3.62566060676222,8,"11123"
"V118",12.9077162350178,-5.01736477563263,7,"11894"
"V119",-7.74677768735408,0.134560544258664,6,"12105"
"V120",15.9439888212829,-2.0918007059276,9,"13245"
"V121",-8.694647511244,0.909414868128236,4,"13735"
"V122",16.948145169221,11.2449682600688,11,"14052"
"V123",-7.56240515589367,0.817109136315907,4,"14546"
"V124",8.73164563240185,-3.50477080100905,7,"15026"
"V125",-6.01502230994586,0.00317365321608028,4,"16258"
"V126",-9.05907810246499,1.64868878791827,10,"17863"
"V127",-1.50646946012615,-2.23853939007405,6,"18241"
"V128",17.6477825875347,-1.92238359459304,8,"18556"
"V129",-4.90747494649071,0.939950116787673,6,"18626"
"V130",-5.5284948222669,0.880691901346421,6,"19261"
"V131",18.5154972932063,9.59254938722594,11,"19514"
"V132",20.1312924085845,-5.9786402577599,9,"19553"
"V133",19.2580820210917,-0.471151976124743,8,"14870"
"V134",18.3097796247963,9.57417045739973,11,"15248"
"V135",19.5646053749702,20.5902472431502,3,"15324"
"V136",19.9034130628848,-4.46757828340924,5,"15461"
"V137",-8.76155326938299,0.74529982935746,4,"17106"
"V138",-2.93434982446308,1.08392280911017,10,"19588"
"V139",11.7372337195496,-1.8271028998169,7,"11433"
"V140",15.3995319382116,-3.39633671511336,7,"11853"
"V141",10.4472044348158,10.4535273037522,3,"13003"
"V142",17.8572533504941,-3.11356166058896,5,"13021"
"V143",15.2762654642833,-5.20493707951359,9,"14132"
"V144",18.3411902115796,-5.08792512688653,8,"15176"
"V145",-7.97229132678764,-1.61362828148573,4,"19888"
"V146",-6.20979254904036,-1.71543274160318,4,"19957"
"V147",18.1367262571138,9.00830502339476,11,"10214"
"V148",-4.14014590119433,-1.32735663513102,4,"10669"
"V149",21.6991347774589,-1.60552441307077,5,"10871"
"V150",17.0053329073412,-3.2280821487859,8,"11525"
"V151",-10.7304168555667,-0.518871695604624,4,"12028"
"V152",19.6819915251651,-1.8400328661574,5,"12032"
"V153",-10.3402503309386,1.03326566641216,4,"12075"
"V154",-7.31246092393792,-0.0855372673815966,10,"13746"
"V155",-4.24253923144089,0.307758444647349,4,"13869"
"V156",11.1005347665144,-2.77123060357975,7,"14261"
"V157",13.9249845175742,-1.46540081130481,7,"15330"
"V158",-10.2020389555698,-0.763099438678409,10,"15539"
"V159",16.8379088669369,-3.65809130996869,5,"16253"
"V160",-7.76886906365033,1.64417122555942,10,"17874"
"V161",11.6996994294292,-2.11010304963488,9,"18701"
"V162",10.9626339593558,-3.48847777730039,9,"10147"
"V163",14.9536624361736,0.00270403982819322,8,"10526"
"V164",24.785503880866,-0.622049296771324,5,"10858"
"V165",14.399958878949,-5.0005726424728,8,"11069"
"V166",19.9964217080835,-1.97441343266529,5,"11252"
"V167",-8.04410958944754,-0.640671514137534,4,"11637"
"V168",24.6099788147429,-10.661562911961,5,"11836"
"V169",10.1014454378551,-4.23803281534367,7,"12864"
"V170",19.3330550813675,0.0718961775038231,5,"13688"
"V171",-2.82695059628281,-2.16413888870993,6,"15140"
"V172",16.2209935780731,-2.45823586725968,9,"17768"
"V173",15.4227031599775,3.2535606276851,5,"19962"
"V174",-9.00562821013229,0.0353665466205407,4,"12918"
"V175",-10.0409423546911,-0.530379858835237,4,"14087"
"V176",-5.20100865196023,-0.638431041908431,6,"14444"
"V177",14.9498939159605,-0.958474496206933,8,"14556"
"V178",15.5978981096678,-3.62540591844051,7,"15632"
"V179",18.992509027428,-1.56600233057213,5,"16711"
"V180",14.3802471516533,-1.76106856882425,7,"17533"
"V181",9.87296808026317,-4.08586492665759,9,"18233"
"V182",-8.77834753098368,1.96426807583831,10,"19149"
"V183",15.1175801544523,-2.17416100789099,8,"12252"
"V184",13.9303022875373,-3.854116580795,7,"12551"
"V185",-7.22660843671123,-2.51935302110552,4,"13219"
"V186",-1.34916759889792,-0.00316910338064933,10,"14256"
"V187",-5.92345810591154,1.6070467911076,10,"16431"
"V188",17.4145318153461,-4.54653926477918,5,"16601"
"V189",20.3022324101699,16.1550416595512,3,"17463"
"V190",-5.65247934303056,1.38806486443663,4,"17623"
"V191",18.7888359831886,-2.23051877096755,5,"19161"
"V192",16.7305000136269,-1.60991607494595,7,"10785"
"V193",-4.62329963495024,1.57031333488319,6,"10818"
"V194",-5.94577627579258,0.024381463986635,4,"11966"
"V195",-6.22750360280181,-2.84077560249862,6,"11986"
"V196",18.0902607933984,-5.91200309683755,9,"12620"
"V197",-11.8463843147599,0.431484771095223,2,"13549"
"V198",-4.35737492906522,-2.37243388114249,6,"14516"
"V199",16.4855053664409,13.5295013258765,3,"15925"
"V200",-7.80938832415961,1.05129459192989,4,"17519"
"V201",-7.05345407265066,0.490875585714505,4,"17595"
"V202",13.9434067550698,-1.08906008581063,9,"17815"
"V203",12.6131963986199,12.7225831713917,3,"18104"
"V204",13.8585112830878,-2.46240088212659,5,"18664"
"V205",15.2023108937651,-3.45916537503222,7,"18674"
"V206",-6.80295593993593,-2.31590386231553,6,"19012"
"V207",-7.10263697327111,0.859248854165308,4,"19948"
"V208",19.0600440676765,-1.65027044341396,5,"10083"
"V209",17.2979496656831,-1.43196824651379,8,"10461"
"V210",18.4925201893226,-6.90633944776069,7,"10961"
"V211",-3.72092644543723,-1.96152881179885,6,"12015"
"V212",17.7818824877345,-3.13930353068437,5,"12193"
"V213",-8.9770894563401,-1.00257389052917,4,"12463"
"V214",17.5491044075479,16.5977570306444,3,"12686"
"V215",15.7721725779866,-0.839396411176059,8,"12810"
"V216",15.7339214658781,-4.11047858199722,8,"13899"
"V217",-6.04112296875594,-2.60189492786176,4,"14876"
"V218",18.7774495763756,-1.45701390305758,8,"15817"
"V219",13.6817969340123,-3.02198077827551,8,"15900"
"V220",14.7355836397276,-5.43540058594703,9,"15914"
"V221",-6.27096592295372,-2.19250409022845,6,"16250"
"V222",11.9381571089267,13.5543000017295,3,"16505"
"V223",16.2020499123768,-1.09185438603794,8,"16511"
"V224",-8.74457356602028,0.781130286965515,4,"17116"
"V225",14.2514161130122,14.8242060762642,3,"17393"
"V226",16.0178794574771,-2.45531553866253,8,"17914"
"V227",12.5676410631826,-1.18982506610313,7,"18350"
"V228",10.1098203210115,-4.37861522938996,7,"19488"
"V229",-5.65681710031537,-0.230210192849651,6,"10649"
"V230",-7.09675154183759,1.76594574796215,4,"10685"
"V231",15.8374273290339,-2.20042771731242,8,"10708"
"V232",15.9281530102284,-4.07367585795595,8,"11104"
"V233",20.5394258577546,19.142589483702,3,"12939"
"V234",14.497217277547,14.8167043617935,3,"13405"
"V235",-4.31883045349702,-2.21376286841593,6,"13553"
"V236",16.2960933693998,-1.90681230508939,8,"15329"
"V237",12.7293324416232,-2.76056210711698,7,"16936"
"V238",12.1935427589292,-0.95673594335342,8,"17239"
"V239",12.6241383265482,-2.97334050620755,7,"17503"
"V240",-6.65131630598147,0.465829753502312,4,"17998"
"V241",15.8242946409498,-3.54484581554106,9,"18193"
"V242",-3.23712801409177,-2.64129743015456,6,"10425"
"V243",-10.1545810735964,0.228216417253609,4,"12672"
"V244",14.1852769752798,-1.20872052322513,8,"13936"
"V245",16.7105806447935,9.56805456210931,3,"14045"
"V246",10.2204016818053,-2.30311865391634,7,"14600"
"V247",9.96955113303688,-1.43123330449438,9,"15198"
"V248",-4.99277026040254,1.08443606233064,4,"16913"
"V249",-2.86368826800241,0.715508822290113,10,"17724"
"V250",-7.1946516748976,1.3064280630689,4,"17943"
"V251",15.2816112612181,-3.2107102073481,7,"19190"
"V252",-10.4727149775672,0.093369723840917,10,"19540"
"V253",15.2195196857426,-3.66772993910121,9,"19993"
"V254",-9.28354190556063,-0.404197290568553,4,"10127"
"V255",-6.19619946605364,0.954906284094794,10,"10388"
"V256",17.1316254833072,7.97844107253094,11,"10467"
"V257",19.2811339823632,-4.73079860338228,9,"11808"
"V258",-5.34692693085656,-0.290070800555255,4,"11864"
"V259",19.2784011071242,-3.13210693162361,8,"12332"
"V260",14.1124153570758,-1.41562224847181,7,"12909"
"V261",12.7355743279937,-3.1963022583211,8,"15485"
"V262",-7.69462103831232,1.00669803715299,4,"16536"
"V263",15.2389806107312,-5.75961331546949,9,"16609"
"V264",-6.55214229313621,1.06016799693507,6,"16862"
"V265",-10.644227406095,0.835129808739953,4,"18348"
"V266",19.1644249918742,-3.53093426893724,5,"19908"
"V267",17.3537899555983,-5.24434205103659,5,"10081"
"V268",18.9787938026476,-1.43231510839759,8,"10101"
"V269",-8.82394961749591,1.31518401988733,4,"10865"
"V270",17.6291521656444,0.949262362126862,5,"11085"
"V271",15.7853987387871,15.5912395588075,3,"11874"
"V272",-12.3122265366365,2.31824018465385,2,"12805"
"V273",-8.06666570003405,0.906828577173886,4,"13218"
"V274",12.0569321592366,-2.27270398181525,7,"13575"
"V275",13.755899153114,-5.04962913830892,8,"14077"
"V276",12.0637294671674,-0.28552205539881,8,"16738"
"V277",-9.39233550999357,0.608548360186512,10,"17514"
"V278",-7.26397242912341,0.178857153240067,4,"17921"
"V279",-8.65698121217336,-0.487496506990031,4,"18171"
"V280",16.8822936097513,-1.28971554062619,8,"18968"
"V281",21.126430680314,-3.45706274783814,5,"19938"
"V282",14.0954252252296,13.4461528755882,3,"10502"
"V283",16.7066212678583,-0.66000920195796,8,"10750"
"V284",-4.48102966222338,-2.84345585937084,4,"11001"
"V285",15.483624680477,-3.09078033532617,8,"12577"
"V286",-4.14909376465813,-0.827942032724464,4,"14806"
"V287",22.541248894956,-3.92409903325376,5,"15564"
"V288",23.978861245812,-5.4920546347113,5,"15923"
"V289",15.838715315488,-4.30791634754584,5,"16119"
"V290",13.8839284607269,0.0401354131831572,7,"17361"
"V291",17.4509335404686,-4.5204703575665,5,"17407"
"V292",-10.1254066135674,0.821160151351993,10,"17458"
"V293",14.8676217085816,12.8040346334718,3,"17787"
"V294",-8.85747508002454,1.42339773485894,4,"18232"
"V295",15.4073530744642,12.8184082827693,3,"18508"
"V296",-5.31151947984342,-3.56671413748134,4,"18588"
"V297",18.7694691433468,-5.56397859398718,9,"10367"
"V298",-3.92083573827434,0.195830664909287,6,"11149"
"V299",13.5724093760967,-3.8006449184564,9,"11652"
"V300",14.7001386770885,-3.97389208549506,9,"13535"
"V301",15.4175317084149,-3.33275901397807,9,"14928"
"V302",-8.73708465576824,-3.4156958017088,4,"17208"
"V303",15.1702028561144,-0.529872662341284,8,"17567"
"V304",-8.54556618024476,-1.70865968448913,4,"17628"
"V305",16.8866761446018,-1.243895464426,5,"17952"
"V306",12.6625945566526,-5.36125847372166,9,"18265"
"V307",13.5179130175207,0.565235629663942,8,"10419"
"V308",20.2205509393124,-4.70963650906211,7,"12082"
"V309",11.9785674660128,11.503318068775,3,"12977"
"V310",14.1075141795078,-1.17698941908923,7,"13516"
"V311",-4.09393009740318,0.175773491608002,10,"13533"
"V312",-0.806939466616067,-0.0211287166851079,10,"13642"
"V313",16.3019963806396,-3.46457187979894,9,"13849"
"V314",21.2860345202491,-3.50375157067885,5,"14276"
"V315",17.4286418027737,-2.84863181328218,8,"15405"
"V316",15.207099709632,-0.046081687889836,5,"15598"
"V317",-9.85924803283545,-0.0529883918464969,4,"17355"
"V318",21.3864199856794,16.3023674806093,3,"18734"
"V319",9.9249555648488,-0.94372160076019,8,"19173"
"V320",19.0652554371763,-3.66716675484186,8,"10561"
"V321",-5.99642043240969,0.642321459853355,10,"11782"
"V322",-6.76875501462475,-2.33674301710949,6,"12025"
"V323",20.1719739642852,-7.8387667261961,5,"12222"
"V324",-7.30270823919667,0.307655304184186,4,"12528"
"V325",-9.78178890474674,0.159283855367158,4,"15115"
"V326",-7.01958475807189,-1.43194644393527,4,"16233"
"V327",-7.00571623852581,1.18342388197657,4,"16896"
"V328",17.7006776784869,-5.78925937103727,8,"17816"
"V329",-4.44545277432535,-1.68417647273661,6,"18320"
"V330",18.6001715539808,15.8561095970579,3,"18608"
"V331",17.3210033430881,-1.4896604156324,5,"11761"
"V332",15.5047736202327,-1.71862885884828,9,"11840"
"V333",16.7131490190142,-3.38737626471444,5,"12326"
"V334",14.8840170268805,-1.56547447970148,8,"12721"
"V335",19.188865479581,-6.47201293050397,5,"13039"
"V336",12.0832619071165,-4.26255240429749,9,"14396"
"V337",13.0076094067776,-2.23296587514257,7,"15394"
"V338",-5.87316293244548,1.60457293554833,10,"15946"
"V339",15.2838052023383,15.1677034894792,3,"16740"
"V340",17.2746185377807,-3.95816330605164,7,"16996"
"V341",-4.93736388437802,-0.126862229435189,4,"17179"
"V342",12.1049151004456,-6.17581708227624,9,"17559"
"V343",-6.20157301741078,0.996137413043832,10,"18096"
"V344",-5.47383127935956,-3.05651193522431,4,"18145"
"V345",20.8779011451001,-3.28206176860048,8,"18365"
"V346",21.0078585568222,-4.38288317496192,5,"18377"
"V347",16.9455778089525,-5.17466409463026,9,"19416"
"V348",11.7287083729601,-2.67920143663203,7,"10117"
"V349",24.176407940224,21.275809393562,3,"10633"
"V350",19.5711231446177,-5.00088516023753,5,"11136"
"V351",14.0237825261071,-4.61488585350084,7,"11452"
"V352",17.9504056949528,0.289921942687261,7,"11984"
"V353",-6.6630022720273,-0.328132130746057,4,"12976"
"V354",17.600484123628,14.9584394620919,3,"13050"
"V355",13.1861748518143,13.732439644855,3,"13424"
"V356",16.3284228730163,-3.40207859445228,9,"13435"
"V357",-8.09382787432476,-2.5821017767127,4,"15166"
"V358",18.1393001075018,-0.316652943781511,7,"15504"
"V359",-8.2792615963158,-0.584079679697817,4,"16695"
"V360",14.22254764119,-4.88411925358809,9,"17339"
"V361",16.7017377605938,-3.60577528830643,8,"18170"
"V362",20.7199991630742,-3.11554219625047,5,"18745"
