"","x","y","c","index"
"18689",-4.23341724205281,-0.346973963251374,5,"18689"
"10345",-0.410584833688521,3.63269406346965,3,"10345"
"11778",0.685189174471514,-2.51726554772699,3,"11778"
"11251",-0.409141668868678,3.63234273676213,3,"11251"
"17516",0.658887290448858,-2.54281206265828,3,"17516"
"18059",-4.24045116470771,-0.348317861896761,5,"18059"
"15408",0.59265895823289,-2.71102270930619,3,"15408"
"18347",-4.23243900077597,-0.343822332330621,5,"18347"
"13982",-4.22640320113687,-0.344806792098487,5,"13982"
"19627",-4.22851237364569,-0.342110301889539,5,"19627"
"15801",-0.408721495930258,3.6295675142347,3,"15801"
"19027",-4.23985531599722,-0.343169189394939,5,"19027"
"16290",-4.2291968098743,-0.347033668254492,5,"16290"
"14819",-0.409701026828309,3.6315588127004,3,"14819"
"15670",-0.411775632738274,3.63543459564827,3,"15670"
"11619",-1.44879672045163,3.68200460349955,7,"11619"
"15800",0.587620623443831,-2.15760837208172,3,"15800"
"13460",-0.21452328266265,0.278228564812093,5,"13460"
"11476",0.781132164421104,-2.15293293418198,3,"11476"
"11991",2.14417159404122,2.9267194171684,2,"11991"
"12810",-0.0192887579635237,-0.468844025232632,5,"12810"
"13024",-1.50892384953857,-0.551492987772132,1,"13024"
"16842",-0.940773039242978,-0.838477455770692,1,"16842"
"18392",0.309724751576337,1.405964187163,6,"18392"
"18902",-0.630489566664592,0.340645828783637,5,"18902"
"19063",1.77877419988326,2.75126613866642,2,"19063"
"12889",-2.1048070396569,-1.15333535872433,1,"12889"
"13799",-1.45687430983226,-0.547740604434086,1,"13799"
"15642",-2.03079989290372,2.03057691932429,6,"15642"
"17347",0.52571092191001,1.62339533212581,6,"17347"
"18823",-2.02747470371217,2.00754502701163,6,"18823"
"19019",-0.53255327514499,-1.08427950476441,1,"19019"
"10402",0.955502298636527,2.15056372639486,2,"10402"
"16424",0.219783029774088,1.09593053262616,6,"16424"
"10137",-1.46637236916468,-0.542423133569937,1,"10137"
"13021",0.843366705069587,1.94567647791579,2,"13021"
"16737",0.202496831868573,0.748590057685474,6,"16737"
"19422",0.353160849269018,-0.159260082952915,3,"19422"
"13662",-2.01037200415883,2.07258921871985,6,"13662"
"14336",1.83811292545476,2.69102131905265,2,"14336"
"14968",1.79395497308596,2.61585921447747,2,"14968"
"17850",-1.44817610662196,-0.536047482689593,1,"17850"
"18268",-0.0271232553682592,0.313582204404544,5,"18268"
"10685",-0.0716210679390033,-0.277126807346401,5,"10685"
"11100",1.69738293643553,2.7754903750687,2,"11100"
"14180",-1.42432736056089,-0.552093777930672,1,"14180"
"14391",0.0792202396446666,-0.610144812768956,5,"14391"
"15379",1.73157440889934,2.69441131546429,2,"15379"
"18145",-1.99319428687035,2.02243715593596,6,"18145"
"19761",0.169821537380015,0.612249774818258,5,"19761"
"11992",-2.64443178207227,0.824594799317618,4,"11992"
"16157",-3.98644869944308,1.02066145574031,7,"16157"
"18352",-1.45380766083454,-0.560766683197058,1,"18352"
"14104",-0.872727295946872,-0.896716314884205,1,"14104"
"19269",0.1449678862115,-0.761230619527557,5,"19269"
"13721",0.358569236668553,-2.74980035999942,3,"13721"
"18274",1.4225848136498,2.37120491327101,2,"18274"
"13041",0.144901847684938,0.104107906803715,5,"13041"
"14348",-2.1438163746942,-1.16037182148892,1,"14348"
"16907",-2.03443221887599,2.0779657603612,6,"16907"
"18366",-0.786524236434711,0.474118973923907,4,"18366"
"18506",1.75126530023881,2.62238890138165,2,"18506"
"12339",-1.44768154702607,3.69753114915591,7,"12339"
"13878",0.686208006929506,1.48333605113301,6,"13878"
"14236",-2.02770892499355,2.04457807508849,6,"14236"
"15946",-1.45402577447854,3.68618719947491,7,"15946"
"10404",0.825615762582921,1.98449130325204,2,"10404"
"17618",1.7803208050033,2.65400003565424,2,"17618"
"18130",1.860131180415,2.70857275474445,2,"18130"
"19031",-2.08745722402186,-1.17321211113357,1,"19031"
"10891",-2.00037858568667,1.9793931899498,6,"10891"
"12982",0.891671891874259,1.96257911539818,2,"12982"
"14592",-0.120309613717415,-0.377258640120079,5,"14592"
"14651",-1.40163335624511,0.161751666724007,1,"14651"
"15974",0.851356109346598,1.80247898391428,6,"15974"
"16524",-1.27155730775834,-1.37011989809555,1,"16524"
"17081",0.539719448316355,1.5922629306621,2,"17081"
"10473",-0.832177593279564,-0.923533215662093,1,"10473"
"10659",1.79116168031448,2.78134438455965,2,"10659"
"13085",-2.01702678365636,1.99048610756056,6,"13085"
"10976",-1.99233215315266,1.87748158384997,6,"10976"
"12534",-2.11659185067324,-1.16539752482505,1,"12534"
"17505",-2.03028069387245,2.00170660099175,6,"17505"
"12192",-3.97899371937576,1.02044661713872,7,"12192"
"12680",-2.03980128778752,1.99995144327924,6,"12680"
"13436",-0.572674725168425,-1.05828668982271,1,"13436"
"14408",-2.01875196642624,2.01860813174714,6,"14408"
"15989",-2.12368918491202,1.77302740141042,6,"15989"
"18793",-0.79343635310513,0.452331586712809,5,"18793"
"19722",-0.931452501745606,-0.847695648510953,1,"19722"
"19941",-1.1269444406592,-1.31245644160128,1,"19941"
"10435",-2.00189337597563,-1.15480086981863,1,"10435"
"15169",-1.4526074808879,3.67755034650397,7,"15169"
"16815",-1.44729896190233,3.70463983104168,7,"16815"
"17235",1.82770166781357,2.68413910694205,2,"17235"
"17852",-1.44998423566082,-0.568612073560106,1,"17852"
"19365",-1.93909199416053,2.03166362235285,2,"19365"
"10518",-0.165424343984983,0.272593510609154,5,"10518"
"10545",-3.97974002769098,1.02650764791809,7,"10545"
"15416",0.822276265765934,2.03129868490704,2,"15416"
"17214",-1.44214949343721,3.70370627327287,7,"17214"
"19652",-0.805050562198322,-0.943220093171381,1,"19652"
"10511",-2.34880294711874,0.920770226995875,6,"10511"
"10762",0.581796854105228,-2.16490690203285,3,"10762"
"12473",1.86280800564828,2.6791438701381,2,"12473"
"12857",1.54461068712567,2.61406775205339,2,"12857"
"18868",-0.0614674256160159,-0.342796331448281,5,"18868"
"17890",0.31452234345376,1.41473732061621,6,"17890"
"11255",-2.72157536505929,0.843251494414053,4,"11255"
"14002",-1.57195112903588,0.08508305461529,1,"14002"
"18087",-0.829943525796556,-0.946018272021947,1,"18087"
"10983",-2.00474498400974,1.68583359199763,6,"10983"
"14987",-1.24980705120181,-1.37260971457585,1,"14987"
"17637",-1.49088914111743,-0.557548486054354,1,"17637"
"12840",-1.26862845590077,-1.37323998906183,1,"12840"
"14593",-2.037956082939,-1.16744676933732,1,"14593"
"16155",-0.749069470195211,-1.35934718664953,1,"16155"
"18707",-1.31106489308429,-1.35101410763069,1,"18707"
"19223",1.76318327886141,2.64893616707337,2,"19223"
"11605",-2.77611692714447,0.815449339320825,4,"11605"
"13219",0.68574350262601,1.81511333852844,6,"13219"
"13484",-2.01794015988597,2.06683579184889,6,"13484"
"10194",-2.08745851903318,-1.13982550309636,1,"10194"
"14779",-1.45795835194443,-0.542025928246352,1,"14779"
"14833",-2.57875831218862,0.851315937849391,6,"14833"
"11388",1.74148469230123,2.61543849760369,2,"11388"
"12252",-0.791685950399853,-0.949295775853867,1,"12252"
"10726",-2.1115862855236,-1.16533615524767,1,"10726"
"13606",0.73269163779728,1.64264873726965,6,"13606"
"15074",-0.828646397692312,-0.910914713625161,1,"15074"
"15309",-0.777706087109092,-0.963769363368362,1,"15309"
"16571",-2.0105095858028,2.03608601722657,6,"16571"
"19539",-1.53222187554435,-0.555262781393399,1,"19539"
"17880",-2.10187076802444,-1.17039642657352,1,"17880"
"18557",-1.45440980821134,3.6797657523469,7,"18557"
"11522",-2.04042608559378,-1.16010989636981,1,"11522"
"12082",-1.50528314404209,-0.554655628192298,1,"12082"
"12132",0.331281729654423,-2.30465825291749,3,"12132"
"13642",-3.97816686504618,1.02655298654791,7,"13642"
"16862",-1.95627489001044,2.03155965240724,6,"16862"
"10146",-1.29719056988505,-0.634371214816604,1,"10146"
"10415",0.862316031762431,1.88094087818135,6,"10415"
"13092",-2.0268417903199,2.01236850293019,6,"13092"
"13947",-0.883057957315439,-1.39581610610825,1,"13947"
"14726",-0.520170065180841,-1.09691784986515,1,"14726"
"16493",1.73182446896075,2.60061092783019,2,"16493"
"16738",1.6230900567032,2.53248056228774,2,"16738"
"13283",0.343698491072393,1.44167983963272,6,"13283"
"13901",-2.01447862786973,1.99708916518342,6,"13901"
"15429",0.705563845946961,1.5519660557786,6,"15429"
"16179",1.79570421059291,2.74046930557733,2,"16179"
"18468",-0.592435902098413,-1.2722243997636,1,"18468"
"12029",-1.44904480173419,3.71048329564794,7,"12029"
"13938",-1.45419974382135,3.66948571986486,7,"13938"
"15469",1.77626535019812,2.74787948924052,2,"15469"
"18907",-1.44628912783365,3.69655113958011,7,"18907"
"19204",0.164278348316128,0.108251029246629,5,"19204"
"10331",-1.42254572012285,0.137647072597306,1,"10331"
"14601",-1.45012226917251,3.70677290818963,7,"14601"
"17187",-1.52520563809119,-0.551214852914336,1,"17187"
"19831",1.6824856826593,2.67857079016652,2,"19831"
"11988",1.86695607739891,2.7374667212772,2,"11988"
"12443",-1.96315142756893,-0.898854864037581,1,"12443"
"13505",0.0416538485620266,0.164287427078807,5,"13505"
"16790",-1.44117750124366,3.69574724095103,7,"16790"
"10123",0.512294888473397,1.25945955705764,6,"10123"
"13272",0.253591503466633,-1.1103260627307,3,"13272"
"13929",-1.34612855713989,-1.33124364315312,1,"13929"
"17952",1.86474800621658,2.72415670847131,2,"17952"
"19507",-1.51094938934966,-1.15314304299393,1,"19507"
"19857",1.63000626651392,2.52855810781295,2,"19857"
"19912",-1.49889315670716,-0.579625869164517,1,"19912"
"19916",0.633912333343963,1.43569159221058,6,"19916"
"10397",0.745157099308992,1.88957914520385,6,"10397"
"10711",-1.94525641829633,-1.19284637948819,1,"10711"
"11033",-1.15705952199752,-1.37896440740169,1,"11033"
"12716",-2.56962677138922,0.825114987251328,3,"12716"
"12900",0.903119676136938,-1.73888905228626,3,"12900"
"13504",1.64611988965034,2.5360214705157,2,"13504"
"14108",-2.55097644231897,0.848885027277708,6,"14108"
"17902",-0.887363849629594,-0.892080104714343,1,"17902"
"10205",0.74795610418283,1.6922864580075,6,"10205"
"10625",-1.52740383126234,-0.57936534964468,1,"10625"
"13377",-2.14586631964121,-1.14350183002214,1,"13377"
"15934",0.258599270436925,-1.13558291691419,3,"15934"
"16267",0.889459311399466,1.91144899413457,6,"16267"
"18265",0.850261096589736,1.84679153540752,6,"18265"
"19366",1.74994245249028,2.74475697636745,2,"19366"
"13872",1.81671414078405,2.63510246013506,2,"13872"
"19343",-2.74664685406286,0.837289343454984,4,"19343"
"19356",-1.46605831345079,3.67758224644402,7,"19356"
"10295",-0.986439728562957,-1.4080160592866,1,"10295"
"11809",-2.00884695117189,2.05271398506307,6,"11809"
"12434",-1.21778391358132,-0.717763670464279,1,"12434"
"18548",-2.10308098393405,-1.07572636497782,1,"18548"
"19401",-1.96235825522945,1.64742728096009,6,"19401"
"10046",0.391834660781573,-2.80737393095127,3,"10046"
"14256",-3.95347555389782,1.02170963950383,7,"14256"
"14420",1.57992514526873,2.48214831334793,2,"14420"
"16708",-2.57393024732379,1.13016823014989,6,"16708"
"14868",-2.01805636762785,2.00424489402141,6,"14868"
"16177",0.167254201306105,0.148849317143764,5,"16177"
"16208",-0.79118206520784,-1.38290731631382,1,"16208"
"17419",-2.5343149097595,1.12151552552935,6,"17419"
"19173",1.93558455495325,2.76093223168481,2,"19173"
"19540",-1.44765324445642,3.68645028829605,7,"19540"
"11292",1.83359601952553,2.76460310735801,2,"11292"
"13304",-0.40023173686119,0.371120436426301,5,"13304"
"13680",-2.05387429498671,-1.00854654375513,1,"13680"
"16473",1.83841205000576,2.66586619055941,2,"16473"
"17380",-1.47336545775913,3.66958310768368,7,"17380"
"17445",-0.315727061038961,0.258505727233522,5,"17445"
"17798",-2.09251625759454,-1.07838182223245,1,"17798"
"10469",-1.67464854966403,-0.682991911595419,1,"10469"
"11585",-0.211809238090532,0.283546127741068,5,"11585"
"12781",1.75744698574847,2.75576129592679,2,"12781"
"13571",1.80228227550345,2.78165346228605,2,"13571"
"18800",0.692490827527009,1.50341010632326,6,"18800"
"12813",-2.04303696076564,2.03737581995288,6,"12813"
"15366",0.490579736567762,-2.60689044763751,3,"15366"
