"","x","y","c","index"
"11396",4.02264465628447,1.28277255969943,5,"11396"
"16111",3.99358587751278,1.2795246143328,5,"16111"
"10196",0.630108597909431,-3.82659815187173,4,"10196"
"13300",0.628799126303618,-3.85803998072839,4,"13300"
"10164",0.630374709408062,-3.81663507711973,4,"10164"
"18689",4.00692538098223,1.27940339028886,5,"18689"
"14678",0.532624916480995,-3.643430679404,4,"14678"
"18367",0.628862133687272,-3.81184204282961,4,"18367"
"17516",-2.30776122059499,1.79566424393043,4,"17516"
"12573",3.98784847674868,1.28471655378673,5,"12573"
"14825",0.629191826643871,-3.82294438655769,4,"14825"
"13339",3.99742105949623,1.28368321644313,5,"13339"
"13982",3.99221196594172,1.28346112502262,5,"13982"
"19027",4.01276419769584,1.28263079399049,5,"19027"
"18059",3.99056562883605,1.28020908538173,5,"18059"
"15152",0.532763961985936,-3.58640290927497,4,"15152"
"16290",3.99825370313379,1.28112613192302,5,"16290"
"10638",-0.548536551452457,0.673773716723049,4,"10638"
"15801",0.630825133084055,-3.82950813029034,4,"15801"
"19617",-2.00412648863532,0.337955603010541,3,"19617"
"10762",-0.548666334235157,0.672782931923037,4,"10762"
"15408",0.630121133685808,-3.82728637107807,4,"15408"
"11026",-2.00329330497642,0.336323990043036,3,"11026"
"11165",4.00951049500442,1.28039227794764,5,"11165"
"13460",-2.00421335935913,0.337087697260357,3,"13460"
"13890",-2.00235092366066,0.339630870357213,3,"13890"
"12805",2.93223667592624,0.495901300627888,1,"12805"
"12534",1.39898540252213,-0.367177625670586,1,"12534"
"14715",-1.5909632870702,-0.692818673218387,2,"14715"
"16453",-0.941532512625291,-2.11310973563154,6,"16453"
"14628",1.1867365759548,2.66795674573574,2,"14628"
"18812",-0.823382403002692,1.11049644925127,4,"18812"
"11901",1.2696940989079,-0.387392479647733,1,"11901"
"13041",1.04673053153469,2.47043635100475,2,"13041"
"14533",-0.953009461988855,-2.39778971221135,6,"14533"
"15110",0.928252235901926,2.32800522904336,2,"15110"
"15329",-1.31039463869554,-0.752322755080765,2,"15329"
"15820",-0.281854623638748,-1.54976022230688,6,"15820"
"18465",2.62085255174673,0.078475643493249,1,"18465"
"18667",1.73182696039831,-0.295111377912853,1,"18667"
"10167",-0.998918538304783,-2.32864288336487,6,"10167"
"13744",-0.746573119435305,-2.0499088721161,6,"13744"
"14629",0.482887552601013,2.07150790743523,2,"14629"
"12615",-1.20265982575303,-0.729516225406927,1,"12615"
"17561",-2.52090958954639,1.02954588165293,4,"17561"
"15293",0.654688802052923,-0.0666209421477571,1,"15293"
"15298",0.869427663009252,-0.431858507401618,1,"15298"
"19255",0.684529463079344,-0.717919260257693,1,"19255"
"10882",1.11898024708712,2.92652193939482,2,"10882"
"15248",-0.180255183303649,-1.68025277770949,1,"15248"
"18601",0.979031130464027,2.38284354921179,2,"18601"
"19996",-1.71608829278713,-0.692698305805837,2,"19996"
"13951",0.282006410163868,1.14223593597359,1,"13951"
"10295",0.673292205016792,-0.718716904440797,1,"10295"
"15214",0.9462653223313,2.33098975772289,2,"15214"
"18468",-1.47059889598765,0.932448280283319,4,"18468"
"16747",1.16019706009935,-0.561666896438787,1,"16747"
"17618",0.902458034756494,-0.642494945496478,1,"17618"
"12176",-1.27644468368956,-0.741518024316469,2,"12176"
"12463",2.55279252305851,0.0617451213492027,1,"12463"
